payment_id,order_id,payment_type,payment_value,installments
4900,4900,Credit Card,109.5,2
4901,4901,Credit Card,64.0,1
4902,4902,Credit Card,1963.97,8
4903,4903,Boleto,388.76,1
4904,4904,Boleto,251.24,1
4905,4905,Credit Card,45.11,4
4906,4906,Credit Card,33.1,1
4907,4907,Boleto,28.62,1
4908,4908,Credit Card,125.38,1
4909,4909,Voucher,163.25,1
4910,4910,Credit Card,84.0,3
4911,4911,Credit Card,41.71,4
4912,4912,Voucher,141.75,1
4913,4913,Credit Card,176.88,2
4914,4914,Boleto,46.9,1
4915,4915,Credit Card,65.17,2
4916,4916,Credit Card,75.77,5
4917,4917,Boleto,87.71,1
4918,4918,Credit Card,141.73,6
4919,4919,Voucher,68.14,1
4920,4920,Credit Card,34.51,3
4921,4921,Debit Card,157.21,1
4922,4922,Credit Card,137.6,3
4923,4923,Boleto,75.06,1
4924,4924,Credit Card,58.84,1
4925,4925,Boleto,106.43,1
4926,4926,Credit Card,71.39,1
4927,4927,Credit Card,88.67,1
4928,4928,Credit Card,343.71,8
4929,4929,Credit Card,82.98,3
4930,4930,Credit Card,36.75,3
4931,4931,Boleto,788.23,1
4932,4932,Credit Card,101.16,1
4933,4933,Credit Card,93.64,4
4934,4934,Debit Card,99.8,1
4935,4935,Boleto,79.72,1
4936,4936,Credit Card,75.85,7
4937,4937,Credit Card,55.56,5
4938,4938,Boleto,241.8,1
4939,4939,Credit Card,335.47,6
4940,4940,Credit Card,70.89,7
4941,4941,Credit Card,114.44,8
4942,4942,Credit Card,32.09,3
4943,4943,Credit Card,36.45,1
4944,4944,Credit Card,88.74,3
4945,4945,Boleto,33.33,1
4946,4946,Credit Card,270.07,5
4947,4947,Credit Card,178.92,1
4948,4948,Credit Card,243.99,1
4949,4949,Boleto,52.59,1
4950,4950,Credit Card,101.05,2
4951,4951,Credit Card,256.52,3
4952,4952,Debit Card,89.3,1
4953,4953,Boleto,157.45,1
4954,4954,Boleto,247.9,1
4955,4955,Credit Card,162.2,3
4956,4956,Boleto,79.02,1
4957,4957,Credit Card,51.38,1
4958,4958,Boleto,100.44,1
4959,4959,Credit Card,148.32,4
4960,4960,Credit Card,46.5,4
4961,4961,Voucher,163.35,1
4962,4962,Boleto,106.67,1
4963,4963,Boleto,722.95,1
4964,4964,Credit Card,78.95,7
4965,4965,Credit Card,170.89,5
4966,4966,Boleto,111.72,1
4967,4967,Credit Card,298.3,1
4968,4968,Boleto,122.6,1
4969,4969,Credit Card,258.71,3
4970,4970,Boleto,195.01,1
4971,4971,Credit Card,316.2,10
4972,4972,Credit Card,33.77,3
4973,4973,Debit Card,33.1,1
4974,4974,Credit Card,199.8,2
4975,4975,Credit Card,286.6,5
4976,4976,Credit Card,692.65,8
4977,4977,Boleto,112.98,1
4978,4978,Credit Card,180.25,3
4979,4979,Boleto,66.57,1
4980,4980,Boleto,37.46,1
4981,4981,Credit Card,73.24,6
4982,4982,Credit Card,36.36,3
4983,4983,Credit Card,235.61,3
4984,4984,Credit Card,134.56,8
4985,4985,Credit Card,261.07,2
4986,4986,Credit Card,860.95,8
4987,4987,Boleto,42.9,1
4988,4988,Credit Card,148.69,3
4989,4989,Credit Card,91.86,1
4990,4990,Boleto,29.77,1
4991,4991,Boleto,50.1,1
4992,4992,Credit Card,69.14,6
4993,4993,Credit Card,63.6,1
4994,4994,Boleto,569.61,1
4995,4995,Credit Card,131.08,1
4996,4996,Voucher,345.96,4
4997,4997,Credit Card,66.89,1
4998,4998,Credit Card,123.68,2
4999,4999,Credit Card,73.01,3
5000,5000,Boleto,20.75,1
5001,5001,Credit Card,165.54,3
5002,5002,Credit Card,296.71,3
5003,5003,Voucher,225.33,1
5004,5004,Debit Card,872.74,1
5005,5005,Boleto,239.24,1
5006,5006,Credit Card,73.16,4
5007,5007,Credit Card,126.57,1
5008,5008,Credit Card,940.65,10
5009,5009,Boleto,157.77,1
5010,5010,Credit Card,127.51,1
5011,5011,Boleto,27.77,1
5012,5012,Credit Card,117.46,1
5013,5013,Credit Card,42.68,4
5014,5014,Credit Card,59.34,1
5015,5015,Credit Card,164.8,2
5016,5016,Credit Card,18.89,1
5017,5017,Credit Card,19.0,1
5018,5018,Credit Card,45.78,1
5019,5019,Credit Card,80.51,1
5020,5020,Credit Card,44.42,1
5021,5021,Credit Card,55.24,5
5022,5022,Credit Card,136.91,6
5023,5023,Credit Card,113.5,1
5024,5024,Credit Card,187.35,1
5025,5025,Credit Card,173.88,2
5026,5026,Credit Card,117.93,3
5027,5027,Credit Card,307.69,10
5028,5028,Credit Card,190.0,4
5029,5029,Credit Card,168.45,2
5030,5030,Credit Card,163.79,5
5031,5031,Boleto,88.91,1
5032,5032,Credit Card,63.28,5
5033,5033,Credit Card,321.98,10
5034,5034,Credit Card,95.31,6
5035,5035,Credit Card,1118.05,10
5036,5036,Debit Card,109.82,1
5037,5037,Credit Card,52.58,2
5038,5038,Credit Card,79.33,1
5039,5039,Credit Card,68.86,1
5040,5040,Credit Card,62.98,2
5041,5041,Credit Card,253.98,1
5042,5042,Boleto,330.66,1
5043,5043,Boleto,86.02,1
5044,5044,Credit Card,706.84,8
5045,5045,Boleto,61.84,1
5046,5046,Credit Card,166.16,5
5047,5047,Boleto,53.85,1
5048,5048,Boleto,18.85,1
5049,5049,Credit Card,104.79,1
5050,5050,Credit Card,378.38,2
5051,5051,Credit Card,59.63,5
5052,5052,Voucher,51.49,1
5053,5053,Credit Card,88.19,1
5054,5054,Credit Card,122.1,1
5055,5055,Credit Card,153.8,3
5056,5056,Boleto,116.34,1
5057,5057,Boleto,91.92,1
5058,5058,Boleto,167.29,1
5059,5059,Boleto,38.79,1
5060,5060,Credit Card,237.51,8
5061,5061,Credit Card,90.6,8
5062,5062,Boleto,136.58,1
5063,5063,Credit Card,119.48,5
5064,5064,Boleto,50.1,1
5065,5065,Boleto,78.76,1
5066,5066,Boleto,123.27,1
5067,5067,Credit Card,492.56,1
5068,5068,Voucher,247.76,1
5069,5069,Boleto,92.13,1
5070,5070,Credit Card,31.38,1
5071,5071,Boleto,92.32,1
5072,5072,Credit Card,91.29,1
5073,5073,Credit Card,37.77,1
5074,5074,Credit Card,137.37,1
5075,5075,Credit Card,153.1,7
5076,5076,Credit Card,160.05,8
5077,5077,Credit Card,101.13,10
5078,5078,Credit Card,39.09,1
5079,5079,Boleto,106.87,1
5080,5080,Credit Card,347.31,7
5081,5081,Boleto,68.02,1
5082,5082,Boleto,138.92,1
5083,5083,Credit Card,69.22,3
5084,5084,Credit Card,461.2,1
5085,5085,Credit Card,112.12,2
5086,5086,Credit Card,128.5,8
5087,5087,Debit Card,21.19,1
5088,5088,Credit Card,15.38,1
5089,5089,Credit Card,55.8,1
5090,5090,Credit Card,47.54,1
5091,5091,Credit Card,92.32,1
5092,5092,Boleto,76.89,1
5093,5093,Boleto,57.23,1
5094,5094,Credit Card,69.46,1
5095,5095,Credit Card,75.25,1
5096,5096,Boleto,54.5,1
5097,5097,Credit Card,115.78,1
5098,5098,Boleto,114.86,1
5099,5099,Credit Card,74.18,1
5100,5100,Boleto,97.65,1
5101,5101,Credit Card,139.71,2
5102,5102,Credit Card,37.77,1
5103,5103,Credit Card,133.48,3
5104,5104,Boleto,33.69,1
5105,5105,Credit Card,129.74,2
5106,5106,Credit Card,125.2,1
5107,5107,Credit Card,35.77,3
5108,5108,Credit Card,63.44,2
5109,5109,Credit Card,214.71,4
5110,5110,Credit Card,173.84,8
5111,5111,Credit Card,2153.35,10
5112,5112,Boleto,103.12,1
5113,5113,Credit Card,89.3,1
5114,5114,Credit Card,56.93,1
5115,5115,Credit Card,64.42,3
5116,5116,Credit Card,131.35,5
5117,5117,Boleto,70.98,1
5118,5118,Credit Card,204.53,3
5119,5119,Credit Card,121.09,1
5120,5120,Credit Card,67.18,3
5121,5121,Boleto,107.1,1
5122,5122,Credit Card,50.82,4
5123,5123,Credit Card,45.05,1
5124,5124,Voucher,89.75,1
5125,5125,Credit Card,598.71,10
5126,5126,Credit Card,665.85,10
5127,5127,Credit Card,462.07,2
5128,5128,Credit Card,25.77,1
5129,5129,Boleto,420.9,1
5130,5130,Credit Card,128.61,2
5131,5131,Credit Card,112.1,1
5132,5132,Credit Card,56.96,1
5133,5133,Credit Card,56.5,5
5134,5134,Credit Card,85.15,1
5135,5135,Credit Card,43.1,1
5136,5136,Boleto,54.62,1
5137,5137,Credit Card,249.39,8
5138,5138,Credit Card,45.69,2
5139,5139,Boleto,74.49,1
5140,5140,Credit Card,109.59,6
5141,5141,Credit Card,116.94,1
5142,5142,Credit Card,259.94,10
5143,5143,Credit Card,418.5,6
5144,5144,Credit Card,166.06,5
5145,5145,Voucher,71.51,1
5146,5146,Credit Card,884.2,8
5147,5147,Credit Card,34.0,1
5148,5148,Credit Card,138.34,4
5149,5149,Credit Card,123.75,6
5150,5150,Credit Card,136.1,2
5151,5151,Credit Card,85.14,3
5152,5152,Boleto,88.78,1
5153,5153,Credit Card,25.97,1
5154,5154,Credit Card,668.04,10
5155,5155,Boleto,40.09,1
5156,5156,Credit Card,182.84,4
5157,5157,Credit Card,69.34,1
5158,5158,Boleto,118.79,1
5159,5159,Credit Card,673.47,10
5160,5160,Credit Card,17.78,1
5161,5161,Credit Card,25.03,1
5162,5162,Credit Card,53.62,5
5163,5163,Credit Card,88.29,1
5164,5164,Credit Card,188.2,10
5165,5165,Credit Card,48.73,2
5166,5166,Credit Card,328.84,6
5167,5167,Boleto,122.97,1
5168,5168,Credit Card,58.46,2
5169,5169,Credit Card,160.51,3
5170,5170,Credit Card,225.11,10
5171,5171,Credit Card,173.82,3
5172,5172,Credit Card,27.29,2
5173,5173,Credit Card,204.34,2
5174,5174,Credit Card,170.95,10
5175,5175,Boleto,78.65,1
5176,5176,Credit Card,131.12,2
5177,5177,Credit Card,252.09,10
5178,5178,Credit Card,154.18,3
5179,5179,Credit Card,105.47,2
5180,5180,Credit Card,2158.57,6
5181,5181,Credit Card,256.31,6
5182,5182,Credit Card,184.3,2
5183,5183,Credit Card,98.13,9
5184,5184,Credit Card,811.77,10
5185,5185,Credit Card,24.75,1
5186,5186,Debit Card,114.33,1
5187,5187,Credit Card,178.9,1
5188,5188,Credit Card,146.58,3
5189,5189,Credit Card,420.58,2
5190,5190,Credit Card,110.02,5
5191,5191,Credit Card,108.19,4
5192,5192,Credit Card,208.09,10
5193,5193,Credit Card,163.48,10
5194,5194,Credit Card,30.29,1
5195,5195,Credit Card,468.69,10
5196,5196,Boleto,87.36,1
5197,5197,Credit Card,561.92,5
5198,5198,Credit Card,70.02,1
5199,5199,Credit Card,147.32,6
5200,5200,Credit Card,202.05,2
5201,5201,Boleto,27.68,1
5202,5202,Credit Card,110.63,2
5203,5203,Credit Card,136.6,1
5204,5204,Credit Card,50.5,2
5205,5205,Boleto,61.32,1
5206,5206,Credit Card,216.13,10
5207,5207,Boleto,113.35,1
5208,5208,Boleto,20.55,1
5209,5209,Credit Card,149.14,10
5210,5210,Credit Card,39.0,1
5211,5211,Credit Card,42.0,1
5212,5212,Credit Card,318.37,3
5213,5213,Boleto,137.97,1
5214,5214,Boleto,115.0,1
5215,5215,Credit Card,265.64,5
5216,5216,Boleto,31.38,1
5217,5217,Credit Card,58.16,1
5218,5218,Credit Card,147.15,4
5219,5219,Credit Card,246.37,3
5220,5220,Boleto,164.31,1
5221,5221,Credit Card,173.3,3
5222,5222,Credit Card,41.0,4
5223,5223,Credit Card,121.64,2
5224,5224,Boleto,147.07,1
5225,5225,Boleto,35.0,1
5226,5226,Credit Card,57.72,1
5227,5227,Credit Card,21.04,1
5228,5228,Boleto,161.86,1
5229,5229,Credit Card,29.1,1
5230,5230,Credit Card,340.04,4
5231,5231,Credit Card,115.32,1
5232,5232,Credit Card,50.09,5
5233,5233,Credit Card,77.57,4
5234,5234,Boleto,156.83,1
5235,5235,Credit Card,622.64,10
5236,5236,Credit Card,215.58,2
5237,5237,Credit Card,75.06,1
5238,5238,Credit Card,96.02,1
5239,5239,Credit Card,104.68,1
5240,5240,Credit Card,75.58,7
5241,5241,Credit Card,108.29,6
5242,5242,Boleto,99.15,1
5243,5243,Credit Card,56.39,1
5244,5244,Credit Card,105.44,2
5245,5245,Credit Card,167.28,3
5246,5246,Voucher,61.79,1
5247,5247,Credit Card,65.28,1
5248,5248,Credit Card,283.66,3
5249,5249,Credit Card,58.0,3
5250,5250,Credit Card,72.14,3
5251,5251,Boleto,93.85,1
5252,5252,Credit Card,410.51,8
5253,5253,Credit Card,104.19,10
5254,5254,Credit Card,171.77,2
5255,5255,Credit Card,89.36,1
5256,5256,Credit Card,67.36,3
5257,5257,Credit Card,42.48,1
5258,5258,Credit Card,180.85,8
5259,5259,Credit Card,323.92,6
5260,5260,Credit Card,23.1,2
5261,5261,Credit Card,191.23,1
5262,5262,Credit Card,71.14,1
5263,5263,Credit Card,99.65,3
5264,5264,Credit Card,341.62,1
5265,5265,Credit Card,44.0,4
5266,5266,Credit Card,118.11,5
5267,5267,Credit Card,180.71,2
5268,5268,Boleto,68.63,1
5269,5269,Credit Card,76.61,1
5270,5270,Credit Card,88.55,1
5271,5271,Credit Card,292.53,3
5272,5272,Credit Card,43.18,1
5273,5273,Credit Card,124.48,3
5274,5274,Debit Card,35.84,1
5275,5275,Credit Card,67.5,1
5276,5276,Credit Card,468.53,4
5277,5277,Boleto,215.38,1
5278,5278,Credit Card,223.25,3
5279,5279,Credit Card,145.9,2
5280,5280,Boleto,217.96,1
5281,5281,Credit Card,116.94,8
5282,5282,Credit Card,138.24,4
5283,5283,Credit Card,190.2,6
5284,5284,Boleto,258.56,1
5285,5285,Boleto,72.75,1
5286,5286,Boleto,170.37,1
5287,5287,Credit Card,72.67,6
5288,5288,Credit Card,170.0,1
5289,5289,Credit Card,74.16,4
5290,5290,Boleto,143.15,1
5291,5291,Credit Card,321.82,2
5292,5292,Voucher,109.49,1
5293,5293,Credit Card,114.85,2
5294,5294,Credit Card,188.06,6
5295,5295,Credit Card,40.0,1
5296,5296,Credit Card,76.28,3
5297,5297,Credit Card,34.09,2
5298,5298,Credit Card,50.09,4
5299,5299,Boleto,110.18,1
5300,5300,Credit Card,47.58,4
5301,5301,Credit Card,43.66,4
5302,5302,Voucher,60.99,1
5303,5303,Credit Card,94.74,1
5304,5304,Credit Card,445.38,1
5305,5305,Credit Card,45.22,1
5306,5306,Boleto,26.77,1
5307,5307,Credit Card,110.02,4
5308,5308,Credit Card,135.04,6
5309,5309,Credit Card,484.02,10
5310,5310,Credit Card,85.91,1
5311,5311,Credit Card,288.76,8
5312,5312,Credit Card,174.14,3
5313,5313,Boleto,145.56,1
5314,5314,Boleto,78.93,1
5315,5315,Credit Card,197.7,4
5316,5316,Credit Card,272.82,1
5317,5317,Boleto,116.74,1
5318,5318,Boleto,102.84,1
5319,5319,Boleto,1034.34,1
5320,5320,Credit Card,134.53,1
5321,5321,Credit Card,21.94,1
5322,5322,Credit Card,31.78,2
5323,5323,Credit Card,71.8,3
5324,5324,Credit Card,63.83,2
5325,5325,Credit Card,66.48,1
5326,5326,Boleto,65.09,1
5327,5327,Credit Card,36.78,1
5328,5328,Credit Card,73.15,1
5329,5329,Credit Card,66.6,3
5330,5330,Credit Card,162.55,3
5331,5331,Credit Card,96.26,1
5332,5332,Credit Card,182.6,1
5333,5333,Credit Card,175.77,1
5334,5334,Boleto,24.66,1
5335,5335,Credit Card,93.53,2
5336,5336,Credit Card,49.31,2
5337,5337,Boleto,135.08,1
5338,5338,Credit Card,98.72,9
5339,5339,Credit Card,81.82,3
5340,5340,Credit Card,95.23,1
5341,5341,Credit Card,810.63,10
5342,5342,Credit Card,261.18,3
5343,5343,Credit Card,131.47,5
5344,5344,Credit Card,212.36,6
5345,5345,Boleto,104.37,1
5346,5346,Credit Card,148.12,3
5347,5347,Credit Card,247.68,4
5348,5348,Credit Card,183.84,1
5349,5349,Credit Card,138.62,3
5350,5350,Boleto,42.38,1
5351,5351,Boleto,40.0,1
5352,5352,Boleto,85.38,1
5353,5353,Boleto,101.28,1
5354,5354,Credit Card,282.8,8
5355,5355,Credit Card,47.34,4
5356,5356,Credit Card,1006.12,1
5357,5357,Credit Card,230.73,5
5358,5358,Credit Card,92.36,3
5359,5359,Boleto,160.22,1
5360,5360,Credit Card,142.7,1
5361,5361,Credit Card,35.27,3
5362,5362,Credit Card,406.49,4
5363,5363,Credit Card,77.57,7
5364,5364,Credit Card,231.27,10
5365,5365,Credit Card,22.77,1
5366,5366,Credit Card,93.52,3
5367,5367,Credit Card,102.13,8
5368,5368,Credit Card,77.57,1
5369,5369,Credit Card,135.51,1
5370,5370,Credit Card,158.33,3
5371,5371,Credit Card,75.85,1
5372,5372,Credit Card,59.31,1
5373,5373,Credit Card,56.18,1
5374,5374,Credit Card,61.71,2
5375,5375,Credit Card,254.4,2
5376,5376,Credit Card,52.47,4
5377,5377,Credit Card,229.74,2
5378,5378,Credit Card,303.7,1
5379,5379,Credit Card,87.64,1
5380,5380,Credit Card,98.56,6
5381,5381,Credit Card,601.9,6
5382,5382,Boleto,53.61,1
5383,5383,Credit Card,35.69,1
5384,5384,Boleto,72.75,1
5385,5385,Boleto,172.68,1
5386,5386,Boleto,72.14,1
5387,5387,Credit Card,186.0,5
5388,5388,Credit Card,81.78,1
5389,5389,Credit Card,302.46,3
5390,5390,Credit Card,88.2,1
5391,5391,Credit Card,82.5,8
5392,5392,Credit Card,77.57,2
5393,5393,Credit Card,36.46,3
5394,5394,Credit Card,176.74,3
5395,5395,Boleto,237.59,1
5396,5396,Credit Card,143.06,2
5397,5397,Boleto,52.75,1
5398,5398,Credit Card,60.23,3
5399,5399,Credit Card,45.72,4
5400,5400,Credit Card,280.59,10
5401,5401,Credit Card,86.64,4
5402,5402,Credit Card,234.64,2
5403,5403,Credit Card,44.03,4
5404,5404,Credit Card,126.22,2
5405,5405,Credit Card,94.05,4
5406,5406,Credit Card,69.06,6
5407,5407,Boleto,133.58,1
5408,5408,Boleto,52.69,1
5409,5409,Boleto,58.85,1
5410,5410,Boleto,105.18,1
5411,5411,Credit Card,163.85,2
5412,5412,Credit Card,37.01,1
5413,5413,Credit Card,485.23,9
5414,5414,Credit Card,403.66,10
5415,5415,Boleto,56.72,1
5416,5416,Credit Card,157.89,1
5417,5417,Credit Card,59.08,5
5418,5418,Voucher,191.58,1
5419,5419,Debit Card,47.68,1
5420,5420,Credit Card,32.69,3
5421,5421,Voucher,187.89,1
5422,5422,Credit Card,106.38,3
5423,5423,Credit Card,54.42,5
5424,5424,Credit Card,114.79,1
5425,5425,Credit Card,98.3,4
5426,5426,Credit Card,133.57,3
5427,5427,Credit Card,60.59,6
5428,5428,Credit Card,211.81,8
5429,5429,Credit Card,87.64,4
5430,5430,Credit Card,115.45,2
5431,5431,Credit Card,157.79,1
5432,5432,Boleto,82.63,1
5433,5433,Credit Card,115.42,2
5434,5434,Boleto,946.84,1
5435,5435,Credit Card,346.06,10
5436,5436,Credit Card,38.09,1
5437,5437,Debit Card,45.09,1
5438,5438,Credit Card,63.33,1
5439,5439,Credit Card,62.39,1
5440,5440,Credit Card,121.04,4
5441,5441,Credit Card,188.32,2
5442,5442,Credit Card,700.3,8
5443,5443,Credit Card,99.75,1
5444,5444,Credit Card,176.65,2
5445,5445,Credit Card,65.99,1
5446,5446,Boleto,106.29,1
5447,5447,Boleto,138.53,1
5448,5448,Credit Card,1014.75,8
5449,5449,Boleto,186.92,1
5450,5450,Voucher,29.34,1
5451,5451,Credit Card,35.86,3
5452,5452,Credit Card,36.1,1
5453,5453,Credit Card,108.85,1
5454,5454,Credit Card,96.88,2
5455,5455,Credit Card,47.48,1
5456,5456,Credit Card,157.3,1
5457,5457,Credit Card,167.39,2
5458,5458,Boleto,25.72,1
5459,5459,Credit Card,38.22,1
5460,5460,Debit Card,53.3,1
5461,5461,Credit Card,46.69,4
5462,5462,Credit Card,65.43,1
5463,5463,Credit Card,60.75,1
5464,5464,Credit Card,138.1,4
5465,5465,Credit Card,67.41,5
5466,5466,Credit Card,54.58,4
5467,5467,Credit Card,44.18,1
5468,5468,Credit Card,110.36,1
5469,5469,Credit Card,119.16,1
5470,5470,Credit Card,116.36,1
5471,5471,Credit Card,68.32,3
5472,5472,Credit Card,40.13,1
5473,5473,Credit Card,318.32,6
5474,5474,Credit Card,196.72,4
5475,5475,Credit Card,137.99,6
5476,5476,Credit Card,139.68,3
5477,5477,Credit Card,39.69,1
5478,5478,Credit Card,89.19,4
5479,5479,Credit Card,151.95,2
5480,5480,Credit Card,162.66,2
5481,5481,Credit Card,50.72,3
5482,5482,Credit Card,82.73,4
5483,5483,Credit Card,103.98,5
5484,5484,Credit Card,57.16,4
5485,5485,Boleto,473.83,1
5486,5486,Credit Card,56.29,2
5487,5487,Credit Card,715.17,6
5488,5488,Credit Card,100.77,4
5489,5489,Credit Card,161.86,1
5490,5490,Credit Card,145.65,2
5491,5491,Boleto,177.36,1
5492,5492,Credit Card,32.69,1
5493,5493,Credit Card,175.09,6
5494,5494,Credit Card,173.55,1
5495,5495,Credit Card,142.54,1
5496,5496,Credit Card,900.3,8
5497,5497,Credit Card,1653.6,10
5498,5498,Credit Card,27.77,1
5499,5499,Credit Card,350.26,6
5500,5500,Boleto,69.78,1
5501,5501,Credit Card,59.25,1
5502,5502,Credit Card,117.85,4
5503,5503,Credit Card,911.45,5
5504,5504,Credit Card,63.23,2
5505,5505,Credit Card,239.64,3
5506,5506,Credit Card,143.87,3
5507,5507,Credit Card,64.09,3
5508,5508,Credit Card,335.98,6
5509,5509,Credit Card,78.36,7
5510,5510,Credit Card,2828.42,6
5511,5511,Credit Card,287.42,7
5512,5512,Credit Card,235.06,1
5513,5513,Credit Card,84.12,4
5514,5514,Credit Card,286.79,4
5515,5515,Credit Card,76.02,1
5516,5516,Credit Card,132.4,2
5517,5517,Voucher,191.14,9
5518,5518,Credit Card,73.96,2
5519,5519,Credit Card,163.65,5
5520,5520,Credit Card,208.26,7
5521,5521,Credit Card,37.86,1
5522,5522,Credit Card,43.28,1
5523,5523,Credit Card,38.27,1
5524,5524,Credit Card,31.75,1
5525,5525,Boleto,38.71,1
5526,5526,Debit Card,68.63,1
5527,5527,Boleto,31.38,1
5528,5528,Boleto,116.25,1
5529,5529,Credit Card,168.2,3
5530,5530,Credit Card,178.49,2
5531,5531,Credit Card,244.81,3
5532,5532,Boleto,39.77,1
5533,5533,Credit Card,20.93,2
5534,5534,Credit Card,69.58,1
5535,5535,Credit Card,80.52,1
5536,5536,Credit Card,68.12,3
5537,5537,Credit Card,247.04,1
5538,5538,Credit Card,60.85,1
5539,5539,Credit Card,89.28,6
5540,5540,Credit Card,125.85,2
5541,5541,Credit Card,25.5,1
5542,5542,Credit Card,79.53,1
5543,5543,Credit Card,56.78,5
5544,5544,Credit Card,117.51,5
5545,5545,Credit Card,82.33,3
5546,5546,Credit Card,670.77,10
5547,5547,Credit Card,30.22,1
5548,5548,Boleto,134.43,1
5549,5549,Boleto,55.0,1
5550,5550,Credit Card,166.44,3
5551,5551,Boleto,259.38,1
5552,5552,Voucher,113.8,1
5553,5553,Credit Card,71.14,7
5554,5554,Voucher,368.11,1
5555,5555,Credit Card,146.38,4
5556,5556,Credit Card,40.09,1
5557,5557,Boleto,73.16,1
5558,5558,Credit Card,60.68,5
5559,5559,Boleto,39.61,1
5560,5560,Credit Card,93.72,1
5561,5561,Credit Card,117.35,4
5562,5562,Credit Card,98.8,9
5563,5563,Credit Card,149.07,1
5564,5564,Credit Card,117.49,2
5565,5565,Credit Card,664.43,10
5566,5566,Credit Card,28.09,2
5567,5567,Credit Card,626.76,3
5568,5568,Credit Card,99.9,4
5569,5569,Credit Card,176.83,4
5570,5570,Credit Card,27.07,2
5571,5571,Boleto,165.3,1
5572,5572,Credit Card,663.25,10
5573,5573,Credit Card,56.1,1
5574,5574,Credit Card,70.9,1
5575,5575,Credit Card,71.43,3
5576,5576,Credit Card,185.13,6
5577,5577,Credit Card,144.0,4
5578,5578,Credit Card,1039.9,6
5579,5579,Credit Card,84.23,2
5580,5580,Credit Card,97.79,1
5581,5581,Credit Card,162.22,2
5582,5582,Credit Card,167.1,1
5583,5583,Credit Card,177.9,8
5584,5584,Boleto,134.24,1
5585,5585,Credit Card,25.67,1
5586,5586,Credit Card,117.55,10
5587,5587,Boleto,65.03,1
5588,5588,Boleto,81.89,1
5589,5589,Credit Card,157.47,5
5590,5590,Credit Card,218.95,4
5591,5591,Credit Card,305.01,10
5592,5592,Credit Card,395.46,6
5593,5593,Credit Card,40.79,1
5594,5594,Credit Card,107.44,1
5595,5595,Credit Card,410.61,8
5596,5596,Credit Card,113.62,2
5597,5597,Credit Card,183.31,1
5598,5598,Credit Card,58.62,1
5599,5599,Credit Card,206.27,4
5600,5600,Credit Card,21.15,2
5601,5601,Credit Card,65.01,6
5602,5602,Boleto,831.72,1
5603,5603,Credit Card,60.75,1
5604,5604,Credit Card,196.13,8
5605,5605,Credit Card,181.76,1
5606,5606,Credit Card,31.42,2
5607,5607,Credit Card,82.73,1
5608,5608,Boleto,232.84,1
5609,5609,Credit Card,117.76,8
5610,5610,Credit Card,119.99,3
5611,5611,Credit Card,99.03,6
5612,5612,Credit Card,136.16,8
5613,5613,Credit Card,49.14,4
5614,5614,Boleto,43.98,1
5615,5615,Credit Card,120.31,1
5616,5616,Credit Card,63.27,3
5617,5617,Credit Card,72.85,3
5618,5618,Debit Card,112.09,1
5619,5619,Debit Card,29.68,1
5620,5620,Boleto,183.79,1
5621,5621,Credit Card,77.57,2
5622,5622,Credit Card,653.72,12
5623,5623,Boleto,60.0,1
5624,5624,Credit Card,120.43,1
5625,5625,Credit Card,53.68,1
5626,5626,Credit Card,125.15,6
5627,5627,Credit Card,161.25,4
5628,5628,Credit Card,251.75,6
5629,5629,Credit Card,37.72,1
5630,5630,Credit Card,99.9,2
5631,5631,Credit Card,289.26,2
5632,5632,Credit Card,156.33,12
5633,5633,Credit Card,89.88,2
5634,5634,Credit Card,143.98,7
5635,5635,Credit Card,59.84,5
5636,5636,Credit Card,154.56,1
5637,5637,Credit Card,166.58,3
5638,5638,Credit Card,455.22,18
5639,5639,Boleto,98.7,1
5640,5640,Credit Card,38.9,1
5641,5641,Credit Card,1016.06,5
5642,5642,Boleto,51.56,1
5643,5643,Boleto,999.68,1
5644,5644,Credit Card,46.64,2
5645,5645,Credit Card,309.74,10
5646,5646,Credit Card,66.1,1
5647,5647,Credit Card,307.18,4
5648,5648,Credit Card,37.23,1
5649,5649,Credit Card,76.89,1
5650,5650,Boleto,55.1,1
5651,5651,Credit Card,77.64,1
5652,5652,Credit Card,34.23,3
5653,5653,Credit Card,336.48,3
5654,5654,Boleto,56.6,1
5655,5655,Credit Card,34.1,1
5656,5656,Boleto,282.87,1
5657,5657,Credit Card,107.28,1
5658,5658,Credit Card,172.14,2
5659,5659,Credit Card,269.22,4
5660,5660,Credit Card,46.53,1
5661,5661,Credit Card,70.42,2
5662,5662,Credit Card,206.01,3
5663,5663,Credit Card,67.36,1
5664,5664,Boleto,73.34,1
5665,5665,Credit Card,160.57,6
5666,5666,Boleto,37.69,1
5667,5667,Credit Card,123.56,2
5668,5668,Credit Card,155.45,7
5669,5669,Credit Card,217.64,10
5670,5670,Credit Card,111.89,8
5671,5671,Credit Card,64.38,1
5672,5672,Credit Card,92.57,1
5673,5673,Credit Card,403.27,8
5674,5674,Boleto,201.77,1
5675,5675,Credit Card,563.28,1
5676,5676,Credit Card,200.04,8
5677,5677,Credit Card,95.26,5
5678,5678,Credit Card,51.05,5
5679,5679,Credit Card,67.6,6
5680,5680,Credit Card,112.53,1
5681,5681,Credit Card,87.96,8
5682,5682,Credit Card,423.59,10
5683,5683,Credit Card,216.22,6
5684,5684,Credit Card,33.23,3
